CustomerID,Age,Gender,AnnualIncome,SpendingScore,CustomerSince,NumPurchases,LoyaltyPoints
2341.0,36.0,Male,41521.0,45.0,,10.0,1126.0
2342.0,48.0,Female,69431.0,39.0,2015-07-30,84.0,3256.0
,33.0,Female,25731.0,65.0,2016-08-17,80.0,1930.0
,31.0,Male,33744.0,22.0,2018-04-14,6.0,2122.0
2345.0,65.0,Male,78094.0,11.0,2018-03-08,81.0,472.0
2346.0,22.0,Male,33423.0,37.0,2022-12-30,6.0,415.0
2347.0,58.0,Male,32568.0,90.0,,86.0,1868.0
2348.0,43.0,,62411.0,51.0,2015-11-17,82.0,4112.0
2349.0,45.0,Male,18934.0,91.0,2020-11-23,96.0,1533.0
2350.0,19.0,Female,91945.0,58.0,2022-01-04,28.0,1462.0
2351.0,67.0,Female,111946.0,77.0,2023-03-08,42.0,1865.0
2352.0,23.0,Male,111344.0,7.0,2018-10-19,74.0,4009.0
2353.0,26.0,Female,23172.0,8.0,2019-11-25,41.0,3130.0
2354.0,50.0,Female,42358.0,51.0,2017-07-07,63.0,1736.0
2355.0,58.0,Female,81313.0,23.0,2018-03-15,22.0,3186.0
2356.0,42.0,Female,34763.0,90.0,2021-08-30,92.0,471.0
2357.0,65.0,Male,63673.0,91.0,2015-05-25,79.0,3177.0
2358.0,30.0,,115722.0,9.0,2016-02-22,29.0,2926.0
2359.0,26.0,Female,111706.0,46.0,2021-12-08,71.0,2865.0
2360.0,30.0,Male,100997.0,38.0,2018-10-23,34.0,3197.0
2361.0,48.0,Male,82975.0,13.0,2022-04-30,96.0,2461.0
,58.0,Male,22804.0,7.0,2019-07-11,2.0,3581.0
2363.0,28.0,Male,62594.0,11.0,2020-11-03,26.0,500.0
2364.0,21.0,,93748.0,74.0,2021-11-01,75.0,120.0
2365.0,51.0,Male,102189.0,97.0,2020-09-24,89.0,1775.0
2366.0,55.0,Female,102507.0,50.0,2021-05-31,19.0,606.0
2367.0,63.0,Female,82525.0,67.0,2023-03-05,20.0,4445.0
2368.0,21.0,Male,88404.0,,2022-06-30,33.0,819.0
2369.0,55.0,Male,114248.0,29.0,2021-04-19,81.0,3264.0
2370.0,36.0,Male,39604.0,37.0,2016-04-12,94.0,783.0
2371.0,23.0,Male,37135.0,56.0,2022-12-20,82.0,1846.0
2372.0,51.0,Male,111080.0,80.0,2019-01-10,96.0,4592.0
2373.0,35.0,Male,52918.0,16.0,2018-11-09,,391.0
2374.0,30.0,Female,65849.0,44.0,2016-07-30,32.0,3745.0
,58.0,Female,45847.0,50.0,2017-07-27,,1132.0
2376.0,40.0,Female,58774.0,71.0,,3.0,2976.0
2377.0,36.0,Female,75709.0,79.0,2022-08-18,92.0,2517.0
2378.0,62.0,Male,,,2019-08-26,61.0,4445.0
2379.0,28.0,Male,110619.0,,2017-01-19,38.0,
2380.0,18.0,Female,70037.0,19.0,2016-02-27,6.0,2196.0
2381.0,41.0,Female,114969.0,51.0,2016-01-25,56.0,3460.0
2382.0,24.0,Female,73914.0,66.0,2019-07-19,40.0,4439.0
2383.0,42.0,Male,41309.0,3.0,2015-11-18,81.0,676.0
2384.0,38.0,Male,25349.0,89.0,2021-06-12,69.0,594.0
2385.0,32.0,Male,90079.0,100.0,2022-02-06,,
2386.0,18.0,Female,75820.0,54.0,2016-05-23,42.0,3151.0
2387.0,29.0,Female,89996.0,49.0,2023-06-27,99.0,3324.0
2388.0,24.0,Male,49553.0,28.0,2020-02-19,86.0,2934.0
2389.0,32.0,Male,43525.0,38.0,,88.0,4333.0
2390.0,38.0,Female,20948.0,28.0,2020-08-05,,2985.0
2391.0,,,29498.0,32.0,2018-04-18,2.0,
2392.0,46.0,Male,33991.0,41.0,2020-04-24,28.0,839.0
2393.0,42.0,Female,105510.0,36.0,2019-04-22,17.0,2510.0
2394.0,50.0,Male,115934.0,36.0,2021-11-20,,3769.0
2395.0,66.0,,74790.0,87.0,2023-09-12,69.0,4687.0
2396.0,49.0,Female,22660.0,66.0,2022-01-20,39.0,2887.0
2397.0,66.0,Female,41245.0,10.0,2016-02-18,7.0,3043.0
2398.0,52.0,Female,15238.0,,2018-06-26,32.0,1631.0
2399.0,61.0,Male,34920.0,72.0,2021-09-22,4.0,1405.0
2400.0,55.0,Female,61659.0,79.0,2020-05-06,21.0,
2401.0,43.0,Female,89874.0,93.0,2017-04-05,32.0,2489.0
2402.0,28.0,Male,57517.0,63.0,2015-09-17,82.0,4490.0
,52.0,Male,90885.0,,2020-10-29,97.0,3436.0
2404.0,25.0,Female,61350.0,22.0,2022-03-13,14.0,
2405.0,63.0,Male,92179.0,98.0,2023-09-03,70.0,2581.0
2406.0,31.0,Male,43274.0,20.0,2019-11-13,75.0,219.0
2407.0,27.0,Male,60013.0,33.0,,46.0,2918.0
2408.0,19.0,Female,54913.0,15.0,2015-02-06,20.0,11.0
2409.0,63.0,Female,119165.0,7.0,2021-03-12,93.0,2842.0
2410.0,26.0,Male,,88.0,2020-07-13,58.0,457.0
2411.0,20.0,Male,97168.0,90.0,2016-08-09,99.0,2272.0
2412.0,38.0,Male,107680.0,50.0,2020-03-01,80.0,166.0
2413.0,43.0,Female,92857.0,10.0,2016-06-02,48.0,1973.0
2414.0,25.0,Male,117627.0,79.0,2016-10-21,7.0,1944.0
2415.0,65.0,Male,109792.0,37.0,2015-05-04,40.0,2195.0
2416.0,19.0,Female,79910.0,59.0,2016-09-25,59.0,4131.0
2417.0,23.0,Male,38485.0,88.0,2022-12-10,,3828.0
2418.0,45.0,Female,17860.0,75.0,2019-12-04,44.0,4737.0
2419.0,46.0,Female,64875.0,63.0,2020-11-18,31.0,239.0
2420.0,43.0,Female,29919.0,21.0,2015-04-07,42.0,916.0
2421.0,42.0,Male,,79.0,2022-08-18,,2952.0
2422.0,29.0,Male,88947.0,79.0,2014-12-30,43.0,3438.0
2423.0,22.0,Female,24586.0,37.0,2016-07-20,43.0,855.0
2424.0,51.0,Male,66986.0,45.0,2022-03-01,47.0,2664.0
2425.0,65.0,Female,104848.0,14.0,2015-11-07,6.0,3238.0
2426.0,54.0,Male,38055.0,43.0,2020-07-21,93.0,553.0
2427.0,32.0,Female,49890.0,,2016-12-29,91.0,
2428.0,61.0,Female,78081.0,84.0,2020-04-17,66.0,1885.0
2429.0,53.0,Male,43807.0,33.0,2016-11-30,86.0,2945.0
2430.0,,Male,100920.0,3.0,2021-08-01,9.0,1228.0
2431.0,60.0,Male,62177.0,87.0,2017-08-31,11.0,194.0
2432.0,65.0,Male,109461.0,44.0,2015-04-27,80.0,3687.0
2433.0,40.0,Female,83625.0,87.0,2017-03-10,77.0,1425.0
2434.0,23.0,Female,29242.0,91.0,,18.0,3819.0
2435.0,63.0,Male,71317.0,35.0,,25.0,2693.0
2436.0,67.0,Male,54978.0,25.0,2015-01-23,97.0,3753.0
,61.0,Female,,96.0,2017-10-26,74.0,1971.0
,60.0,Male,48282.0,86.0,2017-10-18,58.0,499.0
2439.0,62.0,Male,91519.0,8.0,2019-10-30,30.0,
2440.0,38.0,Male,58578.0,62.0,2023-08-05,1.0,3773.0
2441.0,40.0,Male,85207.0,,2023-05-27,63.0,3647.0
2442.0,60.0,Female,39133.0,92.0,,97.0,2866.0
2443.0,33.0,Female,,28.0,2016-01-23,79.0,686.0
2444.0,64.0,Male,80950.0,75.0,2015-05-26,29.0,2067.0
2445.0,32.0,Female,74612.0,12.0,2016-11-09,66.0,3921.0
2446.0,42.0,Male,79873.0,64.0,2021-12-09,75.0,447.0
2447.0,53.0,Male,101778.0,2.0,2021-06-02,53.0,1766.0
,28.0,Male,77002.0,59.0,2017-12-19,98.0,1124.0
2449.0,68.0,Female,67508.0,37.0,2017-01-03,19.0,293.0
2450.0,,,115720.0,4.0,2018-08-07,66.0,4160.0
2451.0,21.0,Female,53379.0,41.0,2017-12-03,84.0,2546.0
2452.0,38.0,Female,30231.0,45.0,2018-01-25,52.0,75.0
2453.0,30.0,Female,102385.0,34.0,,31.0,3775.0
2454.0,39.0,Male,,87.0,2022-10-02,60.0,2682.0
2455.0,36.0,Male,46676.0,13.0,2023-02-03,68.0,3196.0
2456.0,51.0,Female,,,2018-01-04,93.0,2074.0
2457.0,31.0,Female,100483.0,32.0,2015-09-25,30.0,
2458.0,21.0,Female,70535.0,23.0,2020-02-07,13.0,2727.0
2459.0,65.0,Male,106576.0,49.0,2022-04-13,15.0,4178.0
2460.0,69.0,Female,61110.0,72.0,2022-10-09,20.0,3534.0
2461.0,,,61978.0,47.0,2014-12-18,,2053.0
2462.0,44.0,Male,105818.0,,2021-12-28,92.0,1699.0
2463.0,46.0,,106737.0,98.0,2019-06-04,20.0,4463.0
2464.0,64.0,Male,87369.0,48.0,2018-01-20,,2518.0
2465.0,45.0,Male,19752.0,29.0,2019-05-08,89.0,1737.0
2466.0,52.0,Female,39507.0,37.0,2020-03-14,27.0,1930.0
2467.0,25.0,Male,100705.0,23.0,2019-11-12,30.0,369.0
2468.0,33.0,Female,56495.0,38.0,2020-11-08,56.0,3739.0
2469.0,59.0,Male,105466.0,93.0,2022-11-19,84.0,4373.0
2470.0,53.0,Female,75886.0,44.0,2022-12-21,65.0,
2471.0,47.0,Female,85559.0,5.0,2020-03-26,99.0,2862.0
2472.0,35.0,Male,15982.0,,2021-03-01,55.0,613.0
2473.0,19.0,Female,94841.0,40.0,2020-11-06,24.0,1103.0
2474.0,66.0,Male,31146.0,11.0,2016-02-03,25.0,3777.0
2475.0,30.0,Male,69843.0,78.0,2015-07-26,53.0,792.0
2476.0,21.0,Female,91737.0,2.0,2021-08-27,76.0,66.0
2477.0,43.0,Male,,35.0,2020-12-01,11.0,4310.0
2478.0,,Female,103567.0,,2020-06-14,94.0,4511.0
2479.0,47.0,Male,38636.0,49.0,2017-08-09,60.0,4647.0
2480.0,28.0,Male,97850.0,35.0,2017-06-11,77.0,3795.0
2481.0,24.0,Female,42332.0,92.0,2018-09-16,,570.0
2482.0,48.0,Male,66434.0,72.0,2017-02-11,25.0,539.0
2483.0,61.0,Male,98866.0,32.0,2023-02-08,25.0,116.0
2484.0,27.0,Male,76271.0,68.0,2022-08-05,17.0,2198.0
2485.0,56.0,Male,77726.0,71.0,2022-04-12,12.0,3031.0
2486.0,30.0,Male,95901.0,39.0,2021-11-22,52.0,3456.0
2487.0,48.0,Male,25108.0,48.0,2015-08-24,11.0,3051.0
2488.0,24.0,Male,83896.0,91.0,2014-12-12,10.0,2481.0
2489.0,66.0,Male,57553.0,37.0,2023-04-26,81.0,2367.0
2490.0,59.0,Female,55880.0,60.0,2017-03-11,60.0,1634.0
2491.0,59.0,Male,67077.0,81.0,2016-03-11,54.0,241.0
,53.0,Male,18625.0,74.0,2022-04-03,80.0,464.0
,37.0,Female,53237.0,4.0,2020-05-04,63.0,2250.0
2494.0,21.0,Female,16223.0,23.0,2017-11-02,20.0,4644.0
2495.0,24.0,Female,74303.0,14.0,2015-09-01,5.0,4953.0
2496.0,18.0,,80197.0,5.0,2020-08-23,41.0,1878.0
2497.0,61.0,Female,89693.0,66.0,2021-12-01,63.0,4881.0
2498.0,62.0,Female,52760.0,24.0,2019-06-11,56.0,4636.0
2499.0,59.0,Male,94182.0,18.0,2017-01-31,32.0,
2500.0,64.0,Male,72966.0,27.0,2018-08-02,27.0,1905.0
2501.0,30.0,Female,44024.0,24.0,2015-02-02,68.0,3809.0
2502.0,39.0,Female,85323.0,29.0,2015-10-19,48.0,571.0
2503.0,38.0,Male,38202.0,11.0,2020-04-07,7.0,2708.0
2504.0,,Male,66524.0,18.0,2017-01-05,46.0,3641.0
2505.0,45.0,Male,58908.0,4.0,2023-08-24,78.0,3504.0
2506.0,26.0,Male,51067.0,33.0,2015-04-13,88.0,3619.0
2507.0,43.0,Male,24360.0,,2015-07-01,18.0,656.0
2508.0,26.0,Female,113228.0,42.0,2015-01-24,38.0,3151.0
2509.0,32.0,Male,119755.0,32.0,2016-03-09,65.0,948.0
2510.0,27.0,Male,27941.0,51.0,2015-03-30,17.0,4110.0
2511.0,41.0,Male,30993.0,4.0,2023-06-29,90.0,3022.0
2512.0,59.0,Male,29620.0,20.0,2018-02-20,86.0,306.0
2513.0,25.0,Male,35193.0,85.0,2016-05-03,82.0,704.0
2514.0,41.0,Female,66559.0,67.0,2019-09-06,38.0,4492.0
2515.0,33.0,Male,36248.0,89.0,2017-06-18,92.0,677.0
2516.0,66.0,Female,60852.0,68.0,2016-02-15,85.0,2912.0
2517.0,43.0,Male,20027.0,62.0,2015-04-17,63.0,3993.0
2518.0,44.0,Female,78410.0,58.0,2016-07-05,97.0,210.0
2519.0,54.0,Female,19260.0,47.0,2020-05-12,94.0,
2520.0,21.0,Male,52596.0,,2016-02-11,42.0,1396.0
2521.0,67.0,Male,24012.0,80.0,2019-12-08,8.0,3460.0
2522.0,41.0,Male,40823.0,59.0,2020-01-11,30.0,4353.0
2523.0,36.0,Male,88851.0,100.0,2022-02-04,64.0,2162.0
2524.0,53.0,,62027.0,6.0,2018-11-26,9.0,4429.0
2525.0,56.0,Female,93167.0,95.0,2022-04-30,97.0,4444.0
2526.0,27.0,Male,98794.0,40.0,2014-12-15,57.0,2280.0
2527.0,42.0,Male,40099.0,77.0,2022-03-12,59.0,4544.0
2528.0,35.0,,116427.0,23.0,2020-04-14,93.0,3148.0
2529.0,36.0,Male,51992.0,52.0,2021-06-07,95.0,4080.0
2530.0,53.0,Female,,4.0,2023-08-29,67.0,827.0
2531.0,27.0,Male,25977.0,37.0,2018-01-27,75.0,2655.0
2532.0,50.0,Female,71234.0,42.0,2020-09-07,5.0,2145.0
2533.0,67.0,Male,107230.0,44.0,2020-12-21,95.0,3701.0
2534.0,22.0,Female,62376.0,97.0,2020-05-01,84.0,4557.0
2535.0,64.0,Female,48978.0,,2016-12-01,4.0,499.0
2536.0,66.0,Male,24218.0,29.0,2021-01-16,8.0,2678.0
2537.0,52.0,Male,36788.0,19.0,2014-09-22,42.0,1061.0
2538.0,61.0,Male,35501.0,84.0,2019-03-07,35.0,3496.0
2539.0,51.0,Female,92989.0,32.0,2020-01-14,13.0,4222.0
2540.0,,Female,118733.0,44.0,2021-09-25,5.0,1126.0
2541.0,38.0,Female,30210.0,55.0,2014-09-26,40.0,1989.0
2542.0,34.0,Male,89225.0,80.0,2016-02-04,19.0,2524.0
2543.0,39.0,Male,60489.0,5.0,2016-04-09,82.0,3300.0
2544.0,65.0,Female,107917.0,46.0,2023-06-19,97.0,2770.0
,54.0,Male,78721.0,76.0,2016-10-26,4.0,4180.0
2546.0,32.0,Female,110044.0,45.0,2020-06-24,59.0,1382.0
2547.0,52.0,Male,57653.0,21.0,2021-12-13,18.0,4881.0
2548.0,,Male,101678.0,78.0,2021-12-30,24.0,4167.0
2549.0,24.0,Female,55950.0,22.0,2022-04-14,93.0,3166.0
2550.0,49.0,Male,23916.0,30.0,2023-06-09,31.0,2635.0
2551.0,28.0,,80911.0,23.0,2020-05-22,58.0,1029.0
2552.0,27.0,Male,46449.0,5.0,2018-05-10,28.0,1618.0
2553.0,26.0,Male,104333.0,63.0,2015-08-02,9.0,4247.0
2554.0,31.0,Male,35782.0,93.0,2017-12-24,45.0,3628.0
2555.0,30.0,Female,107564.0,59.0,2014-12-08,90.0,1235.0
2556.0,42.0,,35243.0,94.0,2022-04-07,49.0,2630.0
2557.0,19.0,Female,44379.0,82.0,2019-04-17,2.0,3983.0
2558.0,52.0,Male,52780.0,,2015-08-25,6.0,1405.0
2559.0,24.0,Male,45740.0,65.0,2021-09-20,29.0,4237.0
,38.0,Female,34984.0,39.0,2014-12-06,26.0,1547.0
2561.0,35.0,Female,15050.0,81.0,2015-03-04,28.0,1884.0
2562.0,20.0,Male,21590.0,3.0,2020-06-24,7.0,2184.0
2563.0,59.0,Male,55205.0,42.0,2022-08-13,34.0,218.0
2564.0,56.0,Female,30162.0,71.0,2019-06-28,56.0,4350.0
2565.0,58.0,Female,64746.0,27.0,2016-09-07,,811.0
2566.0,66.0,Female,28105.0,28.0,2017-11-03,57.0,269.0
2567.0,28.0,Female,52499.0,54.0,2017-06-13,47.0,4978.0
2568.0,56.0,,51641.0,95.0,2018-10-22,86.0,4699.0
,41.0,Male,26628.0,15.0,2023-09-14,27.0,3205.0
2570.0,63.0,Male,57032.0,53.0,2017-03-15,39.0,1186.0
2571.0,36.0,Male,80029.0,72.0,2017-10-26,22.0,1733.0
2572.0,21.0,Male,53516.0,70.0,2020-12-28,,4796.0
2573.0,43.0,Female,102157.0,,2015-02-24,9.0,2967.0
2574.0,55.0,,16476.0,4.0,2022-08-25,19.0,72.0
2575.0,59.0,Female,55800.0,94.0,2015-04-23,,4993.0
2576.0,49.0,Male,50788.0,17.0,,92.0,4638.0
2577.0,56.0,Female,104973.0,34.0,2022-02-16,61.0,4061.0
2578.0,62.0,Male,41240.0,6.0,2017-03-17,59.0,630.0
2579.0,63.0,Male,25922.0,36.0,2019-06-18,,2842.0
2580.0,53.0,Male,79198.0,99.0,2016-04-13,70.0,877.0
2581.0,57.0,Female,73739.0,,2022-05-03,71.0,756.0
,,Male,88602.0,80.0,2018-12-07,70.0,2665.0
2583.0,50.0,Male,27089.0,66.0,2015-02-03,33.0,4293.0
2584.0,53.0,Female,47600.0,8.0,2015-09-18,78.0,1450.0
2585.0,,Male,,15.0,2022-09-21,65.0,2540.0
,26.0,Female,23167.0,63.0,2016-06-03,25.0,81.0
2587.0,25.0,Male,93352.0,91.0,2015-09-12,70.0,1331.0
2588.0,50.0,Female,36164.0,80.0,2018-01-17,28.0,1722.0
2589.0,23.0,,100965.0,65.0,2015-05-31,18.0,356.0
2590.0,58.0,Male,115537.0,59.0,2021-01-23,63.0,1319.0
2591.0,56.0,Female,46415.0,10.0,2020-07-13,91.0,
2592.0,,Male,88653.0,,2023-08-30,,4395.0
2593.0,30.0,Female,86895.0,74.0,2018-05-06,66.0,645.0
2594.0,66.0,Male,94900.0,76.0,2021-10-09,40.0,2233.0
2595.0,19.0,Female,117501.0,81.0,2021-03-10,85.0,2631.0
2596.0,22.0,Male,109330.0,12.0,2015-03-28,87.0,3299.0
2597.0,61.0,Male,90829.0,79.0,2022-03-04,66.0,307.0
2598.0,44.0,Male,73650.0,46.0,2015-07-13,80.0,233.0
2599.0,49.0,,73981.0,32.0,2018-08-23,4.0,1034.0
2600.0,38.0,Female,89868.0,32.0,2017-12-23,34.0,2222.0
2601.0,25.0,Female,15615.0,90.0,2023-07-19,5.0,2820.0
2602.0,55.0,Female,60612.0,78.0,2019-02-08,98.0,4738.0
2603.0,25.0,Female,92937.0,90.0,2015-08-11,22.0,1735.0
2604.0,67.0,,56936.0,61.0,2019-09-10,20.0,4277.0
,20.0,Male,44372.0,69.0,2018-01-02,47.0,941.0
2606.0,61.0,Male,82875.0,61.0,2018-07-11,77.0,349.0
2607.0,20.0,Male,96782.0,46.0,2020-11-06,34.0,2686.0
2608.0,,Male,76700.0,68.0,2021-01-08,44.0,1405.0
2609.0,23.0,Female,,92.0,2015-02-16,6.0,
,19.0,Male,38758.0,55.0,2020-05-22,56.0,1545.0
2611.0,40.0,Female,103627.0,1.0,2018-12-24,29.0,4320.0
2612.0,61.0,Male,28317.0,77.0,2021-01-14,97.0,1751.0
2613.0,,Female,,,2020-07-29,53.0,1746.0
2614.0,,Female,84001.0,49.0,2022-01-12,1.0,4381.0
2615.0,34.0,Female,66423.0,25.0,2017-10-03,59.0,1354.0
2616.0,,Male,40622.0,16.0,2018-01-05,48.0,3632.0
2617.0,51.0,Male,21800.0,85.0,,7.0,4288.0
2618.0,40.0,Male,50539.0,13.0,2021-05-27,86.0,1168.0
2619.0,47.0,Male,117187.0,52.0,2018-04-01,32.0,4766.0
2620.0,69.0,Female,17600.0,36.0,2015-02-17,78.0,4044.0
2621.0,25.0,Female,86054.0,,2019-03-01,61.0,2585.0
2622.0,39.0,Female,100163.0,44.0,2023-07-06,,4707.0
2623.0,61.0,Female,44369.0,83.0,2015-12-24,51.0,
2624.0,53.0,Male,111981.0,47.0,2022-02-05,88.0,3341.0
2625.0,22.0,Female,31689.0,80.0,2018-07-17,19.0,4146.0
2626.0,30.0,Male,96459.0,76.0,2015-02-17,27.0,127.0
2627.0,46.0,Female,53469.0,20.0,2023-04-03,63.0,1675.0
2628.0,48.0,Female,110939.0,18.0,2017-01-22,60.0,1777.0
2629.0,64.0,Female,15958.0,54.0,2017-01-06,61.0,233.0
2630.0,33.0,Male,75012.0,12.0,2021-11-08,61.0,2495.0
2631.0,59.0,Male,84074.0,25.0,2023-07-26,87.0,583.0
2632.0,47.0,Female,75021.0,60.0,2017-09-12,45.0,1466.0
2633.0,33.0,Female,103940.0,75.0,2022-03-15,21.0,502.0
,29.0,,65782.0,86.0,2023-05-02,44.0,4380.0
2635.0,,Male,90519.0,34.0,2021-10-23,93.0,1155.0
2636.0,33.0,Male,115907.0,13.0,2021-11-24,1.0,1499.0
2637.0,29.0,Male,74315.0,38.0,2015-12-14,95.0,935.0
2638.0,25.0,Female,39642.0,12.0,2018-08-11,91.0,2591.0
2639.0,37.0,Male,94003.0,36.0,2022-03-03,44.0,355.0
2640.0,20.0,Female,15205.0,28.0,2020-08-13,62.0,1994.0
2641.0,33.0,Male,107945.0,91.0,2021-08-13,,1445.0
2642.0,47.0,Female,27442.0,39.0,2018-02-23,91.0,2659.0
2643.0,62.0,Female,106826.0,77.0,2014-12-14,79.0,3280.0
2644.0,40.0,Male,106644.0,43.0,2016-09-03,89.0,3974.0
2645.0,45.0,Female,20691.0,91.0,2023-07-16,79.0,
2646.0,68.0,Female,53909.0,31.0,2021-03-09,83.0,2146.0
2647.0,57.0,Female,34504.0,2.0,2023-03-10,50.0,1210.0
2648.0,22.0,Male,79270.0,82.0,2018-12-29,75.0,629.0
2649.0,37.0,Female,110698.0,90.0,2015-01-08,41.0,2717.0
2650.0,,Male,73051.0,42.0,2019-08-28,33.0,4882.0
2651.0,61.0,Male,53798.0,31.0,2016-07-28,87.0,1494.0
2652.0,18.0,Female,64330.0,61.0,2019-04-25,12.0,1107.0
2653.0,47.0,Male,102087.0,56.0,,2.0,3077.0
2654.0,38.0,Female,93919.0,86.0,2017-08-04,,4986.0
2655.0,37.0,Male,97032.0,100.0,2020-12-14,14.0,3434.0
2656.0,23.0,Female,56716.0,,2020-02-09,34.0,3054.0
2657.0,39.0,Male,89624.0,14.0,2018-12-19,79.0,2815.0
2658.0,35.0,Female,61982.0,14.0,2015-07-06,85.0,3781.0
2659.0,25.0,Female,42444.0,29.0,2014-12-01,64.0,2035.0
2660.0,56.0,Female,39734.0,81.0,2014-10-27,23.0,
2661.0,49.0,Female,56745.0,50.0,,85.0,3831.0
2662.0,50.0,Male,49571.0,50.0,2023-04-03,50.0,2296.0
2663.0,33.0,Male,106951.0,,,14.0,4757.0
2664.0,29.0,Female,,73.0,2015-05-02,85.0,2787.0
2665.0,55.0,Male,108280.0,65.0,2022-07-08,76.0,3315.0
2666.0,69.0,Female,99218.0,68.0,2018-07-26,46.0,631.0
2667.0,51.0,Female,60038.0,71.0,2023-09-01,5.0,804.0
2668.0,31.0,Male,114846.0,11.0,2017-08-20,66.0,3034.0
2669.0,53.0,Male,87795.0,14.0,2020-03-12,22.0,
2670.0,50.0,Female,60168.0,83.0,2016-06-26,70.0,4480.0
2671.0,40.0,Male,93082.0,3.0,2019-03-25,2.0,3412.0
2672.0,67.0,Female,82690.0,8.0,2020-09-08,29.0,4988.0
2673.0,62.0,Male,89302.0,93.0,2018-01-12,,3869.0
,19.0,Male,,43.0,2015-04-25,71.0,791.0
2675.0,58.0,Male,98301.0,9.0,2015-09-23,16.0,4141.0
2676.0,38.0,Male,20902.0,19.0,2023-05-23,64.0,2551.0
2677.0,19.0,Male,81758.0,12.0,2016-11-11,97.0,3841.0
2678.0,44.0,Female,,27.0,2021-04-08,97.0,3214.0
2679.0,26.0,Male,114805.0,58.0,2015-03-19,14.0,3356.0
2680.0,18.0,Male,89586.0,25.0,2016-08-06,43.0,
2681.0,28.0,Female,84110.0,45.0,2018-04-20,76.0,2572.0
2682.0,20.0,Female,117033.0,48.0,2022-06-25,43.0,3904.0
,69.0,Female,91693.0,50.0,2016-05-26,70.0,2094.0
2684.0,40.0,Male,34575.0,81.0,2022-07-21,55.0,4623.0
2685.0,43.0,Male,73940.0,44.0,2018-06-20,76.0,615.0
2686.0,21.0,Female,55244.0,59.0,2017-12-25,31.0,3993.0
2687.0,35.0,Female,98481.0,33.0,2023-07-06,76.0,4296.0
2688.0,23.0,Female,29962.0,78.0,2015-05-04,74.0,2301.0
2689.0,52.0,Female,115826.0,28.0,2022-10-31,40.0,2230.0
2690.0,39.0,Male,115695.0,18.0,2016-11-14,27.0,1572.0
2691.0,60.0,Male,105388.0,55.0,2017-09-24,,3028.0
2692.0,,Male,111220.0,33.0,2015-03-14,7.0,
2693.0,39.0,Male,92332.0,15.0,2017-02-23,46.0,504.0
,54.0,Male,39450.0,61.0,2015-06-28,33.0,1945.0
2695.0,69.0,,115382.0,11.0,2020-02-15,91.0,1861.0
,59.0,Male,68494.0,36.0,2016-10-29,8.0,3722.0
2697.0,29.0,Female,60037.0,15.0,2018-10-02,5.0,3683.0
2698.0,64.0,Female,98040.0,53.0,2023-07-20,61.0,403.0
2699.0,66.0,Female,45041.0,62.0,2020-10-17,72.0,4331.0
2700.0,59.0,Male,25715.0,48.0,2017-07-19,60.0,1619.0
2701.0,55.0,Female,36803.0,94.0,2021-12-03,85.0,2906.0
2702.0,35.0,Male,83906.0,15.0,2015-10-20,24.0,3013.0
2703.0,62.0,Female,76726.0,63.0,2021-05-11,7.0,3616.0
2704.0,52.0,Male,,87.0,2016-07-28,61.0,4728.0
2705.0,47.0,Female,52075.0,43.0,2014-12-15,83.0,1569.0
2706.0,41.0,Male,79587.0,50.0,2016-11-09,95.0,3716.0
2707.0,59.0,Female,68648.0,60.0,2018-08-08,,139.0
2708.0,47.0,Female,36134.0,59.0,2017-11-15,27.0,4683.0
2709.0,31.0,Female,71143.0,15.0,2020-07-12,29.0,1843.0
2710.0,23.0,Female,84123.0,29.0,2020-12-28,,3378.0
2711.0,,Male,110559.0,75.0,2023-03-14,20.0,2964.0
2712.0,33.0,Male,60153.0,82.0,2016-05-28,70.0,4665.0
2713.0,24.0,Male,17413.0,40.0,2016-06-29,,3169.0
2714.0,69.0,Female,105574.0,31.0,2021-03-21,76.0,2172.0
2715.0,31.0,Female,37555.0,73.0,2019-01-04,3.0,3420.0
2716.0,26.0,Female,,86.0,2021-02-26,39.0,3043.0
2717.0,32.0,Female,83993.0,11.0,2022-12-28,99.0,1249.0
2718.0,38.0,Female,89000.0,81.0,2015-10-19,83.0,2697.0
2719.0,52.0,Female,81686.0,97.0,2015-08-27,45.0,2753.0
2720.0,,Male,47264.0,62.0,2015-07-18,68.0,4434.0
2721.0,44.0,Male,62553.0,75.0,2019-07-20,31.0,4934.0
2722.0,19.0,Male,69359.0,8.0,2020-05-14,38.0,3884.0
2723.0,52.0,Male,113322.0,51.0,2015-06-22,97.0,94.0
2724.0,35.0,Male,24808.0,57.0,2020-08-25,6.0,4291.0
2725.0,31.0,Male,67330.0,4.0,2020-02-25,,4287.0
2726.0,37.0,Male,53345.0,36.0,,28.0,4617.0
2727.0,35.0,Male,84617.0,19.0,2015-12-17,15.0,4848.0
2728.0,,Female,54222.0,24.0,2015-06-04,95.0,1675.0
2729.0,42.0,Female,72755.0,41.0,2015-04-27,8.0,12.0
2730.0,,Female,23933.0,49.0,2021-12-31,54.0,2301.0
2731.0,42.0,Female,83207.0,82.0,2018-10-11,6.0,
2732.0,50.0,Female,58739.0,97.0,2023-08-26,29.0,372.0
2733.0,53.0,Female,62738.0,46.0,2017-11-13,34.0,4489.0
2734.0,,Female,,36.0,2016-12-08,7.0,417.0
